-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void batch_FnrmA_stage2<float, 8>(long, float*, long...         0.00%       0.000us         0.00%       0.000us       0.000us       4.058ms         0.00%       4.058ms       2.642us          1536  
                                     aten::masked_fill_         0.00%      19.462ms         0.00%      82.145ms      40.949us       3.918ms         0.00%       3.926ms       1.957us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.918ms         0.00%       3.918ms       1.953us          2006  
void reset_lowerA_kernel<float, 256>(long, float con...         0.00%       0.000us         0.00%       0.000us       0.000us       3.911ms         0.00%       3.911ms       2.546us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.671ms         0.00%       3.671ms       1.670us          2198  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.401ms         0.00%       3.401ms       2.214us          1536  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.376ms         0.00%       3.376ms       2.198us          1536  
void gemmk1_kernel<int, float, 256, 5, true, false, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.315ms         0.00%       3.315ms       1.735us          1910  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.257ms         0.00%       3.257ms       1.588us          2051  
void pegasus_sortsign_by_key_local_core<float, 256, ...         0.00%       0.000us         0.00%       0.000us       0.000us       3.215ms         0.00%       3.215ms       2.093us          1536  
                                               aten::ge         0.00%      24.484ms         0.00%      38.578ms      19.231us       3.184ms         0.00%       3.187ms       1.589us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.059ms         0.00%       3.059ms       1.992us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.048ms         0.00%       3.048ms       1.520us          2006  
void pegasusIinclusive_scan_domino_v1_core<256, 4>(i...         0.00%       0.000us         0.00%       0.000us       0.000us       3.009ms         0.00%       3.009ms       1.959us          1536  
                                             aten::sqrt         0.00%      20.210ms         0.00%      31.442ms      20.470us       2.947ms         0.00%       2.949ms       1.920us          1536  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.947ms         0.00%       2.947ms       1.919us          1536  
void lascl_kernel<float, float, 8>(long, long, float...         0.00%       0.000us         0.00%       0.000us       0.000us       2.916ms         0.00%       2.916ms       1.898us          1536  
void svd_col_scale_kernel<float, 256>(long, long, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.767ms         0.00%       2.767ms       1.801us          1536  
                                      aten::bitwise_not         0.00%      17.288ms         0.00%      25.762ms      12.843us       2.742ms         0.00%       2.744ms       1.368us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.742ms         0.00%       2.742ms       1.367us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.670ms         0.00%       2.670ms       1.331us          2006  
void pegasusIinclusive_localscan_core<256, 4>(int, i...         0.00%       0.000us         0.00%       0.000us       0.000us       2.653ms         0.00%       2.653ms       1.727us          1536  
